,loan_amnt,funded_amnt,funded_amnt_inv,term,installment,emp_length,annual_inc,issue_month,issue_year,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq
0,0.1252855985162316,0.1252855985162316,0.1252855985162316,0.0,0.0038468048127276657,0.0,0.8591012469684453,0.00017897942645175944,0.03599276265944882,0.0002863670823228151,0.0,0.0,0.0002505711970324632,0.0,0.39914201893006873,0.0014479435599947339,0.0004474485661293986,0.0,0.0,0.13846014279803837,0.13846009511791918,0.1252855985162316,0.013174496601687562,0.0,0.0,0.0,0.004005559563990377,0.0,0.0
1,0.1784239307469733,0.1784239307469733,0.1784239307469733,0.0,0.005962085208113098,0.00022302991343371663,0.8673385522422313,0.0002478110149263518,0.049834795101689346,0.00015215596316478,0.0,0.0,0.00014868660895581108,0.0,0.15488188432896988,0.0022129523632923214,0.00032215431940425733,0.0,0.0,0.2151177787083076,0.21511780334914804,0.1784239307469733,0.036322403890800166,0.00037148476929046997,0.0,0.0,0.00021856931516504229,0.0,0.0
2,0.10954141979368427,0.10954141979368427,0.10954141979368427,0.0,0.003778581484228687,4.979155445167467e-06,0.9559978454721536,4.979155445167467e-05,0.010013081600231776,9.06206291020479e-06,0.0,4.979155445167467e-06,3.983324356133973e-05,0.0,0.10354153748225747,0.0003276284282920193,4.979155445167467e-05,0.0,0.0,0.1165501785814109,0.1165501785814109,0.10954141979368427,0.007008758787726629,0.0,0.0,0.0,0.0042795343135669855,0.0,0.0
3,0.19848606353829204,0.19848606353829204,0.19848606353829204,0.0,0.006210761252155517,3.175777016612673e-05,0.7939442541531682,0.000116445157275798,0.021288291934693615,0.0001475677720386022,0.0,1.058592338870891e-05,0.000116445157275798,0.0,0.3330649075789484,0.0005250618000799619,0.00025406216132901384,0.0,0.0,0.22357614639231374,0.22357618399880658,0.19848606353829204,0.025090120460514533,0.0,0.0,0.0,0.006256704159662513,0.0,0.0
4,0.2701969095056861,0.2701969095056861,0.2701969095056861,0.0,0.00845456937719672,6.484725828136466e-05,0.7025119647147838,0.0002161575276045489,0.043469278801274776,0.0005220204291649856,0.0,0.0,0.00012969451656272933,0.0,0.16121028408747254,0.001830854258810529,0.0002161575276045489,0.0,0.0,0.3043507357220299,0.30435066349731527,0.2701969095056861,0.03415375399162914,0.0,0.0,0.0,0.008528279094109872,0.0,0.0
5,0.15310662619697754,0.15310662619697754,0.15310662619697754,0.0,0.004763286328829969,9.743148939807661e-05,0.90472097298214,0.0001391878419972523,0.02799067502564744,0.0002767054298905376,0.0,1.3918784199725232e-05,0.0002227005471956037,0.0,0.16658000930231157,0.0002922944681942298,0.0004871574469903831,0.0,0.0,0.1714602561824918,0.17146021341841924,0.15310662619697754,0.018353587221441682,0.0,0.0,0.0,0.004876724420057729,0.0,0.0
6,0.17063661240727845,0.17063661240727845,0.17063661240727845,0.0,0.005339463368812896,4.875331783065099e-05,0.8775597209517179,0.00024376658915325496,0.04902146107871957,9.019363798670434e-05,0.0,0.0,9.750663566130198e-05,0.0,0.19135677248530514,0.0011530159666948959,0.00031689656589923144,0.0,0.0,0.19219336377165797,0.1921933794192791,0.17063661240727845,0.021556767012000645,0.0,0.0,0.0,0.005450377166877627,0.0,0.0
7,0.1961758049394713,0.1961758049394713,0.1961758049394713,6.227803331411787e-06,0.004766449279696011,0.0,0.8220700397463558,6.227803331411786e-05,0.012524112499469104,3.742909802178484e-05,0.0,3.736681998847072e-05,4.359462331988251e-05,0.0,0.20981469423526308,0.00025969939891987154,0.0001930619032737654,0.0,0.0,0.21379781041193413,0.21379781041193413,0.1961758049394713,0.01762200547246285,0.0,0.0,0.0,0.18528256729839898,0.0,0.0
8,0.15273851750223197,0.15273851750223197,0.15245774816858815,1.1230773345752351e-05,0.0038438444853171995,0.0,0.9103664874066856,0.00011230773345752351,0.022585085198307975,9.096926410059403e-05,1.1230773345752351e-05,1.1230773345752351e-05,0.00011230773345752351,0.0,0.0754707968834558,0.00047730786719447487,0.00016846160018628526,0.03580640081186147,0.03573980232592116,0.1916009240492061,0.19125041161308518,0.1169321166903705,0.07466880735883562,0.0,0.0,0.0,0.0038438444853171995,0.0,0.0
9,0.1485519320165426,0.1485519320165426,0.1485519320165426,1.031610639003768e-05,0.003738453794685755,0.0,0.9181334687133536,0.00010316106390037681,0.020745689950365777,7.716447579748185e-05,4.126442556015072e-05,0.0,6.189663834022609e-05,0.0,0.0,0.0,0.00022695434058082897,0.03483037316574812,0.03483037316574812,0.18669790177604884,0.18669790177604884,0.11372155885079449,0.07278972456065858,0.00018667247494340704,0.0,0.0,0.003738453794685755,0.0,0.0
