,loan_amnt,funded_amnt,funded_amnt_inv,term,installment,emp_length,annual_inc,issue_month,issue_year,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq
0,0.16349738633615912,0.16349738633615912,0.16267989940447833,0.0,0.005325763862514048,0.0,0.7847874544135638,0.00039239372720678193,0.0657586487844032,0.0009041405464389599,0.0,3.2699477267231825e-05,9.809843180169548e-05,0.0,0.44628246574318,0.002736946247267304,0.00029429529540508643,0.0,0.0,0.19165397147189017,0.19069615753749722,0.16349738633615912,0.02815653889049531,0.0,0.0,0.0,0.005611884288602326,0.0,0.0
1,0.08206189129611213,0.08206189129611213,0.08206189129611213,3.282475651844485e-05,0.0019639051824985555,3.282475651844485e-05,0.9847426955533456,0.00039389707822133825,0.0660105853585926,3.282475651844485e-05,0.0,0.00016412378259222425,9.847426955533456e-05,0.0,0.05537536424661647,0.00030855271127338163,0.0001312990260737794,0.0,0.0,0.03311066014772051,0.03311066014772051,0.014983188360409336,0.014284349294131646,0.0,0.0038431224931795233,3.643547973547379e-05,0.003927810364997111,0.0,0.0
2,0.16771274394971195,0.16771274394971195,0.16771274394971195,0.0,0.005893006540533003,0.0,0.8561735578632795,0.0008385637197485598,0.1405293033678628,0.0006093563030172867,0.0,0.0001397606199580933,0.0001397606199580933,0.0,0.2065661962980619,0.006883210532936094,0.0006988030997904665,0.0,0.0,0.20989624774385915,0.20989599306856346,0.16771274394971195,0.042183249118851504,0.0,0.0,0.0,0.045415912258482204,0.0,0.0
3,0.17788882468625303,0.17788882468625303,0.17788882468625303,0.0,0.006035945710429252,0.0,0.8752130174563649,0.00021346658962350363,0.03577344264440548,0.00035577764937250606,0.0,1.7788882468625304e-05,0.00017788882468625303,0.0,0.09958216405936444,0.0003735665318411314,0.0006581886513391363,0.0,0.0,0.21749225308049822,0.21749221372615354,0.17788882468625303,0.03930151170440794,0.00030187733549257137,0.0,0.0,0.006359169704884174,0.0,0.0
4,0.0352790863242348,0.0352790863242348,0.0352790863242348,1.1759695441411601e-05,0.0007971897539732925,2.3519390882823203e-05,0.9407756353129281,0.0001411163452969392,0.02364874753267873,0.00021096893621892413,0.0,0.0,0.000176395431621174,0.0,0.3267196184487385,0.0006338475842920853,0.00044686842677364085,0.009018510434018556,0.009018510434018556,0.038126931769281454,0.038126931769281454,0.026260575890216246,0.011866355879065205,0.0,0.0,0.0,0.0007971897539732925,0.0,0.0
5,0.12793923409990612,0.12793923409990612,0.12793923409990612,0.0,0.004003474513454263,7.676354045994368e-05,0.9211624855193242,0.00030705416183977473,0.05145715995498225,0.0002865838843837897,0.0,7.676354045994368e-05,0.00023029062137983105,0.0,0.20375602422751052,0.0007241360650054688,0.00030705416183977473,0.0,0.0,0.1440948313338199,0.14409488882510588,0.12793923409990612,0.016155654725199746,0.0,0.0,0.0,0.004120410973421577,0.0,0.0
6,0.13113285464984398,0.13113285464984398,0.13113285464984398,1.873326494997771e-05,0.0031861537026922093,7.493305979991084e-05,0.8805383857087523,0.00022479917939973254,0.03767259581440518,0.000440419058973976,0.0,1.873326494997771e-05,0.00013113285464984398,0.0,0.3320658545033049,0.0016035674797180918,0.0002060659144497548,0.03538994748025039,0.03538994748025039,0.15242957957557662,0.15242957957557662,0.09574290716959359,0.056686672405983046,0.0,0.0,0.0,0.0031861537026922093,0.0,0.0
7,0.060688977021385974,0.060688977021385974,0.060688977021385974,0.0,0.002213731585150089,0.00010114829503564328,0.9710236323421756,0.0002427559080855439,0.04068184426333573,0.00010822867568813832,0.0,4.0459318014257316e-05,8.091863602851463e-05,0.0,0.1663080266976047,0.0017700951631237575,8.091863602851463e-05,0.0,0.0,0.07966731699282067,0.07966722932233365,0.060688977021385974,0.018978252300947678,0.0,0.0,0.0,0.0022523702338537047,0.0,0.0
8,0.13478138147339078,0.13478138147339078,0.13478138147339078,2.406810383453407e-05,0.0036677383433446464,0.00014440862300720442,0.9627241533813627,0.00028881724601440885,0.048400956811248015,0.00013357797628166408,0.0,4.813620766906814e-05,0.00026474914217987475,0.0,0.1253948209779225,0.0007846201850058107,0.0003128853498489429,0.0,0.0,0.015548476439185699,0.015548476439185699,0.00389951418327121,0.007098646544957479,0.0,0.004550315710957011,5.03023370141762e-05,0.0036677383433446464,0.0,0.0
9,0.26651800857735064,0.26651800857735064,0.26527838993280484,4.958474578183268e-05,0.006022067375203579,4.958474578183268e-05,0.7437711867274902,0.0005950169493819922,0.09971492376726551,0.0008964922037355348,0.0,0.0,9.916949156366535e-05,0.0,0.4600968561096254,0.0018098432210368928,0.00014875423734549804,0.0,0.0,0.07319650587568359,0.07285685036707802,0.03339433458914867,0.026449495094945184,0.0,0.013352676191589722,0.00012495355937021835,0.006022067375203579,0.0,0.0
